event_id,contract_id,event_type,event_timestamp,performed_by_staff_id,old_end_date,new_end_date,reason_code,notes,source_system,source_event_id,created_at,updated_at,correlation_id
RLE-000078-3,RC-2026-0078,Return,2026-07-31T12:00:00Z,STF-005,,,,Return event for RC-2026-0078,EquipmentRENTAL_LCversion,ER-2026-000078-3,2026-07-31T12:00:00Z,2026-07-31T12:00:00Z,ER-2026-000078
RLE-000079-1,RC-2026-0079,Rent,2026-07-12T12:00:00Z,STF-009,,,,Rent event for RC-2026-0079,EquipmentRENTAL_LCversion,ER-2026-000079-1,2026-07-12T12:00:00Z,2026-07-12T12:00:00Z,ER-2026-000079
RLE-000080-1,RC-2026-0080,Rent,2026-07-21T12:00:00Z,STF-013,,,,Rent event for RC-2026-0080,EquipmentRENTAL_LCversion,ER-2026-000080-1,2026-07-21T12:00:00Z,2026-07-21T12:00:00Z,ER-2026-000080
RLE-000080-2,RC-2026-0080,Return Requested,2026-08-02T12:00:00Z,STF-013,,,,Return Requested event for RC-2026-0080,EquipmentRENTAL_LCversion,ER-2026-000080-2,2026-08-02T12:00:00Z,2026-08-02T12:00:00Z,ER-2026-000080
RLE-000080-3,RC-2026-0080,Return,2026-08-04T12:00:00Z,STF-013,,,,Return event for RC-2026-0080,EquipmentRENTAL_LCversion,ER-2026-000080-3,2026-08-04T12:00:00Z,2026-08-04T12:00:00Z,ER-2026-000080
RLE-000081-1,RC-2026-0081,Rent,2026-07-30T12:00:00Z,STF-001,,,,Rent event for RC-2026-0081,EquipmentRENTAL_LCversion,ER-2026-000081-1,2026-07-30T12:00:00Z,2026-07-30T12:00:00Z,ER-2026-000081
RLE-000082-1,RC-2026-0082,Rent,2026-08-08T12:00:00Z,STF-005,,,,Rent event for RC-2026-0082,EquipmentRENTAL_LCversion,ER-2026-000082-1,2026-08-08T12:00:00Z,2026-08-08T12:00:00Z,ER-2026-000082
RLE-000083-1,RC-2026-0083,Rent,2026-08-30T12:00:00Z,STF-009,,,,Rent event for RC-2026-0083,EquipmentRENTAL_LCversion,ER-2026-000083-1,2026-08-30T12:00:00Z,2026-08-30T12:00:00Z,ER-2026-000083
RLE-000084-1,RC-2026-0084,Rent,2026-09-24T12:00:00Z,STF-013,,,,Rent event for RC-2026-0084,EquipmentRENTAL_LCversion,ER-2026-000084-1,2026-09-24T12:00:00Z,2026-09-24T12:00:00Z,ER-2026-000084
RLE-000085-1,RC-2026-0085,Rent,2026-10-19T12:00:00Z,STF-001,,,,Rent event for RC-2026-0085,EquipmentRENTAL_LCversion,ER-2026-000085-1,2026-10-19T12:00:00Z,2026-10-19T12:00:00Z,ER-2026-000085
RLE-000086-1,RC-2026-0086,Rent,2026-11-13T12:00:00Z,STF-005,,,,Rent event for RC-2026-0086,EquipmentRENTAL_LCversion,ER-2026-000086-1,2026-11-13T12:00:00Z,2026-11-13T12:00:00Z,ER-2026-000086
RLE-000087-1,RC-2026-0087,Rent,2026-12-08T12:00:00Z,STF-009,,,,Rent event for RC-2026-0087,EquipmentRENTAL_LCversion,ER-2026-000087-1,2026-12-08T12:00:00Z,2026-12-08T12:00:00Z,ER-2026-000087
RLE-000088-1,RC-2026-0088,Rent,2027-01-02T12:00:00Z,STF-013,,,,Rent event for RC-2026-0088,EquipmentRENTAL_LCversion,ER-2026-000088-1,2027-01-02T12:00:00Z,2027-01-02T12:00:00Z,ER-2026-000088
RLE-000089-1,RC-2026-0089,Rent,2027-01-27T12:00:00Z,STF-001,,,,Rent event for RC-2026-0089,EquipmentRENTAL_LCversion,ER-2026-000089-1,2027-01-27T12:00:00Z,2027-01-27T12:00:00Z,ER-2026-000089
RLE-000090-1,RC-2026-0090,Rent,2027-02-21T12:00:00Z,STF-005,,,,Rent event for RC-2026-0090,EquipmentRENTAL_LCversion,ER-2026-000090-1,2027-02-21T12:00:00Z,2027-02-21T12:00:00Z,ER-2026-000090
RLE-000091-1,RC-2026-0091,Rent,2027-03-18T12:00:00Z,STF-009,,,,Rent event for RC-2026-0091,EquipmentRENTAL_LCversion,ER-2026-000091-1,2027-03-18T12:00:00Z,2027-03-18T12:00:00Z,ER-2026-000091
RLE-000092-1,RC-2026-0092,Rent,2027-04-12T12:00:00Z,STF-013,,,,Rent event for RC-2026-0092,EquipmentRENTAL_LCversion,ER-2026-000092-1,2027-04-12T12:00:00Z,2027-04-12T12:00:00Z,ER-2026-000092
RLE-000093-1,RC-2026-0093,Rent,2027-05-07T12:00:00Z,STF-001,,,,Rent event for RC-2026-0093,EquipmentRENTAL_LCversion,ER-2026-000093-1,2027-05-07T12:00:00Z,2027-05-07T12:00:00Z,ER-2026-000093
RLE-000094-1,RC-2026-0094,Rent,2027-06-01T12:00:00Z,STF-005,,,,Rent event for RC-2026-0094,EquipmentRENTAL_LCversion,ER-2026-000094-1,2027-06-01T12:00:00Z,2027-06-01T12:00:00Z,ER-2026-000094
RLE-000095-1,RC-2026-0095,Rent,2027-06-26T12:00:00Z,STF-009,,,,Rent event for RC-2026-0095,EquipmentRENTAL_LCversion,ER-2026-000095-1,2027-06-26T12:00:00Z,2027-06-26T12:00:00Z,ER-2026-000095
RLE-000096-1,RC-2026-0096,Rent,2027-07-21T12:00:00Z,STF-013,,,,Rent event for RC-2026-0096,EquipmentRENTAL_LCversion,ER-2026-000096-1,2027-07-21T12:00:00Z,2027-07-21T12:00:00Z,ER-2026-000096
RLE-000097-1,RC-2026-0097,Rent,2027-08-15T12:00:00Z,STF-001,,,,Rent event for RC-2026-0097,EquipmentRENTAL_LCversion,ER-2026-000097-1,2027-08-15T12:00:00Z,2027-08-15T12:00:00Z,ER-2026-000097
RLE-000098-1,RC-2026-0098,Rent,2027-09-09T12:00:00Z,STF-005,,,,Rent event for RC-2026-0098,EquipmentRENTAL_LCversion,ER-2026-000098-1,2027-09-09T12:00:00Z,2027-09-09T12:00:00Z,ER-2026-000098
RLE-000099-1,RC-2026-0099,Rent,2027-10-04T12:00:00Z,STF-009,,,,Rent event for RC-2026-0099,EquipmentRENTAL_LCversion,ER-2026-000099-1,2027-10-04T12:00:00Z,2027-10-04T12:00:00Z,ER-2026-000099
RLE-000100-1,RC-2026-0100,Rent,2027-10-29T12:00:00Z,STF-013,,,,Rent event for RC-2026-0100,EquipmentRENTAL_LCversion,ER-2026-000100-1,2027-10-29T12:00:00Z,2027-10-29T12:00:00Z,ER-2026-000100
RLE-000101-1,RC-2026-0101,Rent,2027-11-23T12:00:00Z,STF-001,,,,Rent event for RC-2026-0101,EquipmentRENTAL_LCversion,ER-2026-000101-1,2027-11-23T12:00:00Z,2027-11-23T12:00:00Z,ER-2026-000101
RLE-000102-1,RC-2026-0102,Rent,2027-12-18T12:00:00Z,STF-005,,,,Rent event for RC-2026-0102,EquipmentRENTAL_LCversion,ER-2026-000102-1,2027-12-18T12:00:00Z,2027-12-18T12:00:00Z,ER-2026-000102
RLE-000103-1,RC-2026-0103,Rent,2028-01-12T12:00:00Z,STF-009,,,,Rent event for RC-2026-0103,EquipmentRENTAL_LCversion,ER-2026-000103-1,2028-01-12T12:00:00Z,2028-01-12T12:00:00Z,ER-2026-000103
RLE-000104-1,RC-2026-0104,Rent,2028-02-06T12:00:00Z,STF-013,,,,Rent event for RC-2026-0104,EquipmentRENTAL_LCversion,ER-2026-000104-1,2028-02-06T12:00:00Z,2028-02-06T12:00:00Z,ER-2026-000104
RLE-000105-1,RC-2026-0105,Rent,2028-03-02T12:00:00Z,STF-001,,,,Rent event for RC-2026-0105,EquipmentRENTAL_LCversion,ER-2026-000105-1,2028-03-02T12:00:00Z,2028-03-02T12:00:00Z,ER-2026-000105
RLE-000106-1,RC-2026-0106,Rent,2028-03-27T12:00:00Z,STF-005,,,,Rent event for RC-2026-0106,EquipmentRENTAL_LCversion,ER-2026-000106-1,2028-03-27T12:00:00Z,2028-03-27T12:00:00Z,ER-2026-000106
RLE-000107-1,RC-2026-0107,Rent,2028-04-21T12:00:00Z,STF-009,,,,Rent event for RC-2026-0107,EquipmentRENTAL_LCversion,ER-2026-000107-1,2028-04-21T12:00:00Z,2028-04-21T12:00:00Z,ER-2026-000107
RLE-000108-1,RC-2026-0108,Rent,2028-05-16T12:00:00Z,STF-013,,,,Rent event for RC-2026-0108,EquipmentRENTAL_LCversion,ER-2026-000108-1,2028-05-16T12:00:00Z,2028-05-16T12:00:00Z,ER-2026-000108
RLE-000109-1,RC-2026-0109,Rent,2028-06-10T12:00:00Z,STF-001,,,,Rent event for RC-2026-0109,EquipmentRENTAL_LCversion,ER-2026-000109-1,2028-06-10T12:00:00Z,2028-06-10T12:00:00Z,ER-2026-000109
RLE-000110-1,RC-2026-0110,Rent,2028-07-05T12:00:00Z,STF-005,,,,Rent event for RC-2026-0110,EquipmentRENTAL_LCversion,ER-2026-000110-1,2028-07-05T12:00:00Z,2028-07-05T12:00:00Z,ER-2026-000110
RLE-000111-1,RC-2026-0111,Rent,2028-07-30T12:00:00Z,STF-009,,,,Rent event for RC-2026-0111,EquipmentRENTAL_LCversion,ER-2026-000111-1,2028-07-30T12:00:00Z,2028-07-30T12:00:00Z,ER-2026-000111
RLE-000112-1,RC-2026-0112,Rent,2028-08-24T12:00:00Z,STF-013,,,,Rent event for RC-2026-0112,EquipmentRENTAL_LCversion,ER-2026-000112-1,2028-08-24T12:00:00Z,2028-08-24T12:00:00Z,ER-2026-000112
RLE-000113-1,RC-2026-0113,Rent,2028-09-18T12:00:00Z,STF-001,,,,Rent event for RC-2026-0113,EquipmentRENTAL_LCversion,ER-2026-000113-1,2028-09-18T12:00:00Z,2028-09-18T12:00:00Z,ER-2026-000113
RLE-000114-1,RC-2026-0114,Rent,2028-10-13T12:00:00Z,STF-005,,,,Rent event for RC-2026-0114,EquipmentRENTAL_LCversion,ER-2026-000114-1,2028-10-13T12:00:00Z,2028-10-13T12:00:00Z,ER-2026-000114
RLE-000115-1,RC-2026-0115,Rent,2028-11-07T12:00:00Z,STF-009,,,,Rent event for RC-2026-0115,EquipmentRENTAL_LCversion,ER-2026-000115-1,2028-11-07T12:00:00Z,2028-11-07T12:00:00Z,ER-2026-000115
RLE-000116-1,RC-2026-0116,Rent,2028-12-02T12:00:00Z,STF-013,,,,Rent event for RC-2026-0116,EquipmentRENTAL_LCversion,ER-2026-000116-1,2028-12-02T12:00:00Z,2028-12-02T12:00:00Z,ER-2026-000116
RLE-000117-1,RC-2026-0117,Rent,2028-12-27T12:00:00Z,STF-001,,,,Rent event for RC-2026-0117,EquipmentRENTAL_LCversion,ER-2026-000117-1,2028-12-27T12:00:00Z,2028-12-27T12:00:00Z,ER-2026-000117
RLE-000118-1,RC-2026-0118,Rent,2029-01-21T12:00:00Z,STF-005,,,,Rent event for RC-2026-0118,EquipmentRENTAL_LCversion,ER-2026-000118-1,2029-01-21T12:00:00Z,2029-01-21T12:00:00Z,ER-2026-000118
